Category,Subcategory,Product Name,Price (TL),Description,Content/Details,Photo URL,Is Active,ID
Yemekler,WRAPLER,VEJETERYAN WRAP,290,"Kapya biber, carliston biber, Mantar, kabak, havuç, mısır, soğan, meksika fasulye ,cheddar sos ,peri peri sos, patates, dip sos ve yeşillik ile hazırlanan Vejeteryan Wrap  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/77e51799-7031-454b-8074-704a830e5756.jpg,True,75a55ef8-69f2-420b-9f7e-59f5b5d2114a
Yemekler,SALATALAR,AKDENİZ SALATA,370,"Akdeniz mutfağının klasik lezzeti; bol yeşillik, zeytin ve peynirin uyumu.  ( İlk Kadeh Şarap ikramımızdır. )","Marul, Maydanoz, Dereotu, Taze Soğan, Roka, Tulum Peyniri, Salatalık, Siyah Zeytin, Salata Sosu",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d80fd5da-27ef-4e65-becb-fa646ea205e5.jpeg,True,80312d4a-a68d-4a37-b0ec-511ea4f9b707
Yemekler,SALATALAR,SEZAR SALATA,420,"Tavuk göğsü, parmesan, Sezar sos, kruton ekmek ve mısırın uyumuyla zenginleşmiş taptaze salata.  ( İlk Kadeh Şarap ikramımızdır. )","Marul, Sezar Sos, But ,  Kroton Ekmek, Parmesan Peyniri, Mısır, Grissini.",https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/e68506ee-5862-4344-8597-400360e9f01d.jpg,True,20ee5a5e-2119-4096-ae07-aba95e3b4409
Yemekler,MAKARNALAR,LİNGUİNİ CARBONARA,390,"Linguini Carbonara, kremanın yumuşaklığıyla dana jambonun lezzetini birleştiriyor. Yumurta, parmesan ve sarımsakla zenginleşen bu klasik tarif, sebze çeşnisi ve baharatlarla tamamlanarak damakta eşsiz bir tat bırakıyor.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/93d6602d-770c-40a1-8c2c-7b1b21c25283.jpg,True,7c04ce8f-6ac6-4aef-b752-1a6ecca639b2
Yemekler,MAKARNALAR,PENNE AL POLLO CON FUNGHİ,390,"Krema, mantar ve tavukla buluşan penne makarna, hafif baharatlar ve sebze çeşnisiyle lezzetini katlıyor. Sarımsak ve fesleğen aromasıyla zenginleşen tarif, parmesan dokunuşuyla tamamlanıyor. Yumuşak ve doyurucu bir tat arayanlar için ideal bir seçenek.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/379c855d-7a64-47bd-b4a9-70fb34ffd7a3.jpg,True,b841017e-6ec3-4f45-bb0d-013a5a545297
Yemekler,MAKARNALAR,PENNE ALLA NORMA,320,"Penne Alla Norma, kızarmış patlıcan ve özel domates sosunun enfes uyumunu sunar. Mozzarella ile zenginleşen bu tarif, sarımsak ve taze fesleğenle tamamlanır. Hafif baharatlar ve sebze çeşnisiyle dengelenen lezzetiyle Akdeniz esintisi taşır.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/a8727697-e95c-43b8-920b-233b1ce5cb3c.jpg,True,8b0f6566-a141-4736-ad9e-03f90c50b557
Yemekler,MAKARNALAR,FETTUCCINE ARRABBIATA,360,"Fettuccine Arrabbiata, acı severler için ideal bir seçenek. Siyah zeytin, kuru domates ve taze soğanla zenginleşen bu lezzet, sriracha ve özel domates sosuyla harmanlanıyor. Parmesan ve fesleğenle tamamlanan tarif damakta iz bırakıyor.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/df10365b-9b13-4425-b429-324b503d405b.jpg,True,1f089b46-0e72-4e65-9e7e-25bc5589338c
Yemekler,MAKARNALAR,LİNGUİNİ BOLOGNESE,360,"Linguini Bolognese, kök sebzelerle harmanlanan özel sosun enfes karışımıyla hazırlanır. Sarımsak, fesleğen ve baharatlarla tatlanan bu özel makarna, parmesan ile son dokunuşunu alır. Her lokmada zengin ve dengeli bir lezzet sunar.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/35396b0f-31b3-452d-9bbf-7675245aea8c.jpg,True,3c6755ae-cfcf-401e-be25-72615111544c
Yemekler,KÖFTE & BEYAZ ET,BADEMLİ TAVUK,460,Tagliatelli makarna ve karışık akdeniz yeşillikleri ile servis edilir.  ( İlk Kadeh Şarap ikramımızdır. ),,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c3d03401-c99a-427e-939a-bdc1a1cdea2a.jpg,True,fa5a79bb-3674-4b4d-ba47-63dd99f43601
Yemekler,KÖFTE & BEYAZ ET,LİMON SOSLU TAVUK,460,5 cl şarap içerir. Tagliatelli makarna ve karışık akdeniz yeşillikleri ile servis edilir.  ( İlk Kadeh Şarap ikramımızdır. ),,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/dc627e9f-ff25-41a8-a62d-5fcd3c73a4f9.jpg,True,cc8e462c-4d07-41db-9b42-4a6efe6ac761
Yemekler,KÖFTE & BEYAZ ET,NAPOLİTEN SOSLU IZGARA KÖFTE,550,"Izgara köfte, Napoliten sos, baby patates, akdeniz yeşillik, ekşi mayalı ekmek (1 adet),parmesan peyniri, taze kekik  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/71c4deba-9e63-40ee-b23c-9a4dcb49f029.jpg,True,06170b71-bb52-470f-a819-f6aa6cce78c1
Yemekler,KÖFTE & BEYAZ ET,IZGARA TAVUK,460,"Izgara tavuk , baby patates, akdeniz yeşillik , lime aioil, ekşi mayalı ekmek (1 adet), taze kekik  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/8ae0b49f-0f97-4299-8bc8-aa28f48294ca.jpg,True,f6aeede3-9eec-475e-be92-28a59d8dc94c
Yemekler,KÖFTE & BEYAZ ET,KARAMELİZE ELMALI BUT,450,"5cl şarap içerir. Tagliatelli makarna, tavuk but, jülyen soğan, kırmızı elma, beyaz şarap, şeker, krema ,akdeniz salata ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/e7f1d8ab-66b3-4813-8f57-71dfa26a83f6/2290211b-9b0c-4562-87bf-411abad2f543/inside.webp,True,e7f1d8ab-66b3-4813-8f57-71dfa26a83f6
Yemekler,KÖFTE & BEYAZ ET,BALLI HARDALLI TAVUK,480,"Tagliatelli makarna,Jülyen tavuk, kapya biber, ballı hardal, sweet chili sos, susam ve akdeniz salata ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/24a74f7f-10a9-4cd0-b414-04580ca1aa08/f50a52bd-2d20-4bc7-98f5-9aba1f1cf2ef/inside.webp,True,24a74f7f-10a9-4cd0-b414-04580ca1aa08
Yemekler,KÖFTE & BEYAZ ET,YANIK TEREYAĞLI SİNİTZEL,380,"Şinitzel tavuk, yanık tereyağ, limon, baby patates ve akdeniz salata ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/e9a30d1d-c9b8-4733-8fa4-b431ab3f5532/1de10ddf-4b0f-4d15-9f6c-40a5c370ffa4/inside.webp,True,e9a30d1d-c9b8-4733-8fa4-b431ab3f5532
Yemekler,KÖFTE & BEYAZ ET,MANTAR SOSLU SİNİTZEL,370,"Şinitzel tavuk, yanık tereyağ, limon, baby patates ve Akdeniz salata. ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/114d1f02-cc49-46a4-8c8c-b3db54c4c3c4/c86af57a-1d69-4059-b586-12dbd175dc64/inside.webp,True,114d1f02-cc49-46a4-8c8c-b3db54c4c3c4
Yemekler,KÖFTE & BEYAZ ET,IZGARA KÖFTE,530,"Izgara köfte, baby patates, akdeniz yeşillik , ekşi mayalı ekmek (1 adet), taze kekik  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/93767e90-ea80-4f98-80f6-87f6e8b8f36c.jpg,True,ef0c505a-dc9c-4281-90e5-d5fa67545b78
Yemekler,KÖFTE & BEYAZ ET,IZGARA MANTARLI TAVUK,490,"Izgara tavuk but, mantar sos, Akdeniz salata ve baby patates. ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/3a3871a9-a3bf-4951-8f75-b31d9f329582/edc30c27-61d6-4d7e-b585-89798bd50eb9/inside.webp,True,3a3871a9-a3bf-4951-8f75-b31d9f329582
Yemekler,KÖFTE & BEYAZ ET,ISPANAKLI MANTARLI TAVUK,550,"5cl şarap içerir.Jülyen tavuk, ince brunoise soğan, mantar, ıspanak, arpa şehriye, tulum peyniri, çeçil peyniri, parmesan peyniri, krema, baby patates ve akdeniz salata ( İlk Kadeh Şarap ikramımızdır. )",.,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/89ac3264-1d27-4f43-8f15-192869572e2f/d794149d-f362-4937-97ea-d25946e5045e/inside.webp,True,89ac3264-1d27-4f43-8f15-192869572e2f
Yemekler,BOWL,AVOKADO BOWL TABAĞI,470,"Falafel, roka, salatalık, havuç, brokoli, guacamole sos, ceviz, kırmızı lahana, bowl sosu.  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/da1364b1-aacd-4e6e-a1a3-cecb6361a4fd.jpg,True,102dd5b7-9312-43b7-800f-ee48f1b32816
Yemekler,BOWL,TATLI EKŞİ TAVUK BOWL,390,"Izgara tavuk, basmati pilav, siyah fasülye, havuç, salatalık, kırmızı lahana, guacamole sosu, beyaz susam, tatlı ekşi sos, taze soğan  ( İlk Kadeh Şarap ikramımızdır. )",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/44a49014-f37a-4774-9da1-6949f5840a17.jpg,True,51264b28-7089-4dfb-997d-242f61e40ace
Biralar,ŞİŞE BİRALAR,Erdinger,320,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/05eacfb1-0693-49e7-a17c-c1d4107edabc.jpg,True,c08f0240-d0f8-45c8-b211-4af5b2ba2fea
Biralar,ŞİŞE BİRALAR,Amsterdam,320,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c57c8331-91f6-49d1-959a-69b341f19d02.jpg,True,17e492f2-4843-4db7-8e4d-0e83c7eb0633
Biralar,ŞİŞE BİRALAR,Efes Glutensiz,280,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c424ab2e-cf94-43d5-b987-2fa3f0ada204.jpg,True,42c4894a-232d-4134-9191-fb8972e99c06
Biralar,ŞİŞE BİRALAR,Bomonti Filtresiz,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1a30a0d0-53c4-4965-9e07-72a2e0ed76eb.jpg,True,da67ab15-07af-4773-be85-5c39b56d5ee1
Biralar,ŞİŞE BİRALAR,Corona 33 cl,290,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/7102acf3-a7a2-4eb3-ac74-0dbd16964cf1.jpg,True,fb9f48f7-738e-4cc7-a36b-5118e78bdd16
Biralar,ŞİŞE BİRALAR,+1 EFES PİLSEN,250,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1a9a4189-c92f-4c5e-be15-056f470f8d4d.jpg,True,b9b4b5e2-98f8-4200-a84d-c18b2ec6a718
Biralar,ŞİŞE BİRALAR,Belfast,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/0976bc90-50e9-433b-99aa-6857ba7ed823.jpg,True,9260820b-0374-4713-b483-d559d52a6fa3
Biralar,ŞİŞE BİRALAR,Miller Lime,250,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/4efb5e53-ac4f-46a2-8d15-5e00321bef40.jpg,True,f2d3ec3f-b21b-4543-bdb0-e8ef92c0cabf
Biralar,ŞİŞE BİRALAR,Duvel,370,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/63b02ba3-52f1-4fb1-9f59-e295c4050fca.jpg,True,4fff0ea4-a949-4815-8554-e9d4c09e9442
Biralar,ŞİŞE BİRALAR,Bud,270,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/43597ebd-2347-4264-b23a-3aa40a690cb8.jpg,True,a3509eab-6ebd-4aa2-b06e-f2d8aefc31d2
Biralar,ŞİŞE BİRALAR,Efes Özel Seri,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d099a4c4-8f31-4c19-aea3-a7019f7a3bf4.jpg,True,ce2eee2a-4ec0-46b2-b172-db87c9283792
Biralar,ŞİŞE BİRALAR,Hoegaarden,320,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d3dd0df1-cea6-4785-90fc-1e61e4c773fe.jpg,True,f491a281-4a4f-499c-8817-a526279091a1
Biralar,ŞİŞE BİRALAR,Miller,250,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d2d19d44-5891-47cd-94ce-f8b6d7bb7f3b.jpg,True,9a703b02-b085-4f18-aa91-8c1d203b314b
Biralar,ŞİŞE BİRALAR,Beck's,260,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/d66cea0b-3ebc-4a15-af83-b1014457b2ee.jpg,True,79d8971a-e37a-4c48-826b-6d118d3758f7
Biralar,ŞİŞE BİRALAR,STELLA ARTIOS 44 CL,270,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/e4e1a0e3-dc63-4397-8929-048b3ea78ca9.jpg,True,cf9fb560-9fee-4c03-8efd-26bd0cd2db84
Biralar,ŞİŞE BİRALAR,Heineken,310,.,.,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/eb4bdd40-6b35-45be-abaa-5b9695e0a7f6.jpg,True,7370a30c-cd1f-406d-8c7a-7c4e20ce194c
Biralar,ŞİŞE BİRALAR,Efes Malt,250,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/dcfd0da2-ae65-4208-a8cf-66d57f771df4.jpg,True,94036f4f-68cf-422d-96c9-be1745879d71
Biralar,ŞİŞE BİRALAR,Efes Pilsen Serçe (30cl),180,,,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/514259bd-799f-4c09-b3d0-1c955c5a2cec/831ef862-3c48-41c3-95c8-b0e9d532e025/inside.webp,True,514259bd-799f-4c09-b3d0-1c955c5a2cec
Biralar,FIÇI BİRALAR,Efes Malt (50 CL),220,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/e9be1f80-de97-4a39-9c6d-c9928c6f63d7.jpg,True,ba7f6630-d113-45fd-8da1-8c39ffbaf985
Biralar,FIÇI BİRALAR,Beck's (50 CL),250,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/72bebacd-57c6-4633-bb6f-7e1b3d0214f3.jpg,True,fbed191f-436a-456d-b043-4454b272515a
Biralar,FIÇI BİRALAR,Beck's (30 CL),140,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/351240ea-f349-4769-a7b2-310e4b2183ce.jpg,True,1bf1a4db-314d-42a8-8567-54acb5261289
Biralar,FIÇI BİRALAR,Efes Malt (30 CL),130,,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/9e3a15a8-eebf-4f8e-943d-3655dcd141ff.jpg,True,b4e7e1dd-a016-4943-a59b-986a7f32dccf
Biralar,FIÇI BİRALAR,Stella Artois (50 Cl),250,,,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/49d02b10-058d-4695-8bd4-48dc639afe79/5567b780-1717-4467-bedb-46667d63f8f2/inside.webp,True,49d02b10-058d-4695-8bd4-48dc639afe79
Biralar,FIÇI BİRALAR,Stella Artois (30 CL),155,,,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/d737e213-22c9-49fa-aad3-9acd686daff6/21c2f28d-b471-41c5-a571-678ab68698e0/inside.webp,True,d737e213-22c9-49fa-aad3-9acd686daff6
Biralar,6'LI KOVALAR,6 ADET Bud 50 CL,1620,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/7d828eee-2b10-451b-9bbe-d18c01b56ac7.jpg,True,6fac353f-bba1-4f54-8267-4c92c413ddc7
Biralar,6'LI KOVALAR,6 ADET Hoegaarden,1920,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/b88142de-e6fd-4673-8678-8318ffb8f940.jpg,True,46ab054e-3f39-47a1-8663-c79bdec9e090
Biralar,6'LI KOVALAR,6 ADET Bomonti Filtresiz,1560,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/bcf02acc-e704-41b3-9dc5-ca9b87f011fb.jpg,True,08d0a553-58d6-43e8-855b-95851cde49a3
Biralar,6'LI KOVALAR,6 ADET Belfast,1560,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/4e480a16-cdc8-45e9-9471-30479b1009a9.jpg,True,06c088e0-e3c7-428a-9cf3-4c6a53c24076
Biralar,6'LI KOVALAR,6 ADET Efes Malt,1500,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/0e349835-801a-407d-b9f6-bf22172a50b9.jpg,True,4d20c6e7-d3ca-4a2a-a4c2-55ed76d8e21e
Biralar,6'LI KOVALAR,6 ADET Efes Özel Seri,1560,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/48ccc253-5ca7-48a8-9286-883054831bbd.jpg,True,4f1c1e38-7ba6-484d-bb33-90b17148dda5
Biralar,6'LI KOVALAR,6 ADET +1 Efes Pilsen,1500,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/3033c67f-b790-4f50-9e12-47e9d5087590.jpg,True,d8626b1d-43af-4dc7-9ba4-51d07d7a9e55
Biralar,6'LI KOVALAR,6 ADET Miller 33 CL,1500,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/2bf5eb61-bb61-4e0c-a4a1-c1a4f854d49d.jpg,True,952eb35b-1400-48ca-a05d-7204fd28ab39
Biralar,6'LI KOVALAR,6 ADET Corona,1740,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/865b8792-5948-4ff1-98ad-a4f21756c828.jpg,True,74ee32e2-56bc-4f81-9865-5284ddcd8738
Biralar,6'LI KOVALAR,6 ADET Beck's,1560,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/1ac529b5-4358-4933-aa59-47f73e6b7075.jpg,True,7c22d5a5-4837-4560-94b4-825b18d8ca60
Biralar,6'LI KOVALAR,6 ADET Erdinger,1920,Yanında patates tabağı ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/6bdca059-cff3-42ed-8db9-754a0534d1c9.jpg,True,da7fcab0-af15-4a14-97bb-b0c7623c773c
Biralar,CRAFT BİRALAR,3 Kafadar Mosaic IPA,350,"Mosaic şerbetçiotunun karakterini öne çıkaran, aromatik ve canlı bir IPA. Tropikal meyve, narenciye ve hafif çam notaları ilk yudumda belirginleşir. Orta gövdeli yapısı ve dengeli acılığıyla ferahlatıcı ama karakterli bir içim sunar. Şerbetçiotu severler için vazgeçilmez.",,https://cdn.moomenu.co/tenants/radyo/branchs/gorukle/menu/f17e6438-af1f-46ff-a8b0-deb22b808f23.jpeg,True,7d02d901-1026-45f4-baac-a4211648806f
Biralar,CRAFT BİRALAR,3 Kafadar Aşna Vişne,370,"Vişnenin ferahlatıcı ekşiliğiyle dengelenmiş, hafif ve içimi kolay bir craft bira. Meyvemsi aromalar ilk yudumda öne çıkarken, alt notalarda hafif malt dokunuşu hissedilir. Ne çok tatlı ne fazla ekşi—dengeli yapısıyla günün her anına uyum sağlar. Farklı ama ulaşılabilir bir lezzet arayanlara.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/e813df83-4ddc-47f3-af48-29abffde1ecc/3af33699-6da5-4594-b306-732be5f6be0a/inside.webp,True,e813df83-4ddc-47f3-af48-29abffde1ecc
Biralar,CRAFT BİRALAR,3 Kafadar Gece,320,"Koyu renkli, yoğun gövdeli ve karakterli bir craft bira. Kavrulmuş malt, kahve ve bitter çikolata notalarıyla zenginleşen bu özel tarif, ilk yudumda hafif tatlı başlayıp dengeli bir acılıkla devam eder. Uzun bitişi ve derin aromasıyla yavaş içim için ideal. Gecenin tadını çıkaranlara.",,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/f72bb6ee-9d48-4b04-875f-37fb208b276a.jpeg,True,f895c53d-1f5d-4fbf-a5da-f417ed1aca4c
Biralar,CRAFT BİRALAR,Gara Guzu Weiss Beer,320,"Alışılmış Alman Hefeweizen biralarından daha farklı, bol şerbetçiotlu buğday birası. Bulanık, hafif koyu renktedir. Orta gövdeli, rahat içimli, ferahlatıcıdır. Kalıcı köpüğe sahiptir. Karanfil, meyve ve narenciye kabukları aromaları yoğundur. 2016 LGBTİ+ Onur Haftası’na ithafen çıkarılmış olup, yılın sadece bir haftası değil, her daim destekçisidir.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/fb47efb4-d837-49d0-a715-a090003b19c7/6016c493-e074-40d6-942e-409773585cf8/inside.webp,True,fb47efb4-d837-49d0-a715-a090003b19c7
Biralar,CRAFT BİRALAR,3 Kafadar Tütsü,350,"İsli karakteriyle öne çıkan, farklı ve cesur bir bira. Tütsülenmiş maltlardan gelen hafif duman aroması, karamelimsi dokunuşlarla dengelenir. Orta gövdeli yapısı ve yumuşak içimiyle her yudumda mangal ateşini andıran sıcak bir tat bırakır. Alışılmışın dışında tatlar arayanlar için.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/a5da02f9-735e-4ed4-8169-aa741b666736/f0f07722-a099-40dc-98f0-87e171b61249/inside.webp,True,a5da02f9-735e-4ed4-8169-aa741b666736
Biralar,CRAFT BİRALAR,3 Kafadar Tadım Seti,480,"Tadım bardaklarında servis edilir. Gece’nin koyu ve yoğun notaları, Tütsü’nün isli dokunuşu, Aşna Vişne’nin ferah meyvemsiliği ve Mosaic IPA’nın aromatik şerbetçiotu karakteri bir arada. Farklı stilleri deneyimlemek ve favorini bulmak için ideal.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/39b6f151-a564-4964-9087-def06a576917/3afd943c-a24f-4d51-a210-2e3831f019d0/inside.webp,True,39b6f151-a564-4964-9087-def06a576917
Biralar,CRAFT BİRALAR,Gara Guzu Red Ale,350,"Rengi ve tadı, Dünya 'red ale' sınıfına göre farklı olduğu için, kategori dışı, “deneysel” “experimental” sınıfta yer alır. Üretiminde kırmızı pancar ve yerel Muğla çam balı kullanılır. Çok çekici kırmızı, koyu pembe renge sahiptir. Köpüğü neredeyse çilekli pasta kremasını anımsatır. Pancardan gelen toprağımsı aroma ve tadlara, Muğla çam balının o eşsiz kokuları eşlik eder.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/95b56996-ee6f-4c26-8d05-c4b39755ebcd/5dcc672c-6929-4685-bf8b-00a20bec464a/inside.webp,True,95b56996-ee6f-4c26-8d05-c4b39755ebcd
Biralar,CRAFT BİRALAR,Gara Guzu Blonde Ale,320,"Ferahlatıcı, rahat içimli, koyu altın sarısı renkte, yoğun köpüklüdür. Belirgin çiçek kokularına, narenciye ve kayısı, şeftali gibi meyve aromaları eşlik eder. Üst kalite Alman maltları ve Alman, Sloven ve ABD şerbetçiotları kullanılmıştır.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/bc428429-27e7-49fc-aaac-37b3a7b8222a/a7c77316-2c2a-4fa5-a68b-40050e3e7a4e/inside.webp,True,bc428429-27e7-49fc-aaac-37b3a7b8222a
Biralar,CRAFT BİRALAR,Gara Guzu Mayhoş,320,"Türkiye’de Saison türünde yapılan tek bira.. Canlı, vahşi bir maya türü kullanılıyor, Belçika’da “Saison”, ABD’de “Farmhouse Ale” olarak adlandırılıyor. Üretiminde hibiskus (Hatmi Çiçeği), biberiye, ardıç tohumu kullanılır. Koyu yavruağzı, turuncu-kırmızı tonlarda, bulanık bir görünüme sahiptir. Burunda, ardıç tohumu ve biberiye baharat aromalarına, çiçek ve kırmızı meyveler eklenir. Ferahlatıcı, baharsı, hafif mayhoş, sek ve kalıcıdır.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/9ad5010e-2198-4ad9-834b-871ff931b0e8/584e9cf7-19f5-4caf-822c-32d2cfb85e4a/inside.webp,True,9ad5010e-2198-4ad9-834b-871ff931b0e8
Biralar,CRAFT BİRALAR,Gara Guzu Tadım Seti,480,"Tadım bardaklarında servis edilir. Blonde Ale’in çiçeksi ve meyvemsi zarafeti, Red Ale’in pancar ve çam balıyla gelen özgün karakteri, Mayhoş’un hibiskusla dengelenmiş aromatik ekşiliği ve Weiss Beer’ın ferah, baharatlı dokunuşu bir arada. Farklı stilleri deneyimlemek ve favorini bulmak için ideal.",,https://cdn.moomenu.co/moomenu/media/MENU_ITEM_PHOTO/MENU_ITEM/eec85be6-2359-4a81-9445-8e04fe4e621f/e61b021b-9cd0-418c-9a40-a899822781bf/inside.webp,True,eec85be6-2359-4a81-9445-8e04fe4e621f
Biralar,4'LÜ KOVALAR,4 Adet Belfast 50 CL,1040,Yanında karışık çerez ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/402ec34d-79ca-4a57-8c93-0b3e9eb21c7d.jpg,True,9bb3ebda-3597-4cae-a98f-cd0bd356decc
Biralar,4'LÜ KOVALAR,4 Adet Hoegaarden,1280,Yanında karışık çerez ikramımızdır.,.,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/34e37720-a446-440a-b1a7-296d15c42e3e.jpg,True,07dfde42-6d8a-4698-b5e3-d6aa6d64dfcd
Biralar,4'LÜ KOVALAR,4 Adet Erdinger,1280,Yanında karışık çerez ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/517ebeb3-3b81-4369-a06f-37d0fa79f64a.jpg,True,d746325f-9123-419b-a4e0-250c2621ddbd
Biralar,4'LÜ KOVALAR,4 Adet Bud 50 CL,1080,Yanında karışık çerez ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/c8175fd3-a8d9-4415-ab7d-291cd3ec9765.jpg,True,7d86d744-49a8-4645-808a-7768f5afd1a2
Biralar,4'LÜ KOVALAR,4 Adet Bomonti Filtresiz,1040,Yanında karışık çerez ikramımızdır.,,https://cdn.moomenu.co/tenants/radyo/branchs/gastro/menu/f1e8f026-fd74-426a-9765-733c74e13045.jpg,True,9c43ebbc-f573-475b-8943-056a8deb0466
